audio_fp,video_fp,split,dataset
train/wav/001_24_F_JKYS_042.wav,train/mp4/001_24_F_JKYS_042.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_043.wav,train/mp4/001_24_F_JKYS_043.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_044.wav,train/mp4/001_24_F_JKYS_044.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_045.wav,train/mp4/001_24_F_JKYS_045.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_046.wav,train/mp4/001_24_F_JKYS_046.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_047.wav,train/mp4/001_24_F_JKYS_047.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_048.wav,train/mp4/001_24_F_JKYS_048.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_049.wav,train/mp4/001_24_F_JKYS_049.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_050.wav,train/mp4/001_24_F_JKYS_050.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_051.wav,train/mp4/001_24_F_JKYS_051.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_052.wav,train/mp4/001_24_F_JKYS_052.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_053.wav,train/mp4/001_24_F_JKYS_053.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_054.wav,train/mp4/001_24_F_JKYS_054.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_055.wav,train/mp4/001_24_F_JKYS_055.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_056.wav,train/mp4/001_24_F_JKYS_056.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_057.wav,train/mp4/001_24_F_JKYS_057.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_058.wav,train/mp4/001_24_F_JKYS_058.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_059.wav,train/mp4/001_24_F_JKYS_059.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_060.wav,train/mp4/001_24_F_JKYS_060.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_061.wav,train/mp4/001_24_F_JKYS_061.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_062.wav,train/mp4/001_24_F_JKYS_062.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_063.wav,train/mp4/001_24_F_JKYS_063.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_064.wav,train/mp4/001_24_F_JKYS_064.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_065.wav,train/mp4/001_24_F_JKYS_065.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_066.wav,train/mp4/001_24_F_JKYS_066.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_067.wav,train/mp4/001_24_F_JKYS_067.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_068.wav,train/mp4/001_24_F_JKYS_068.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_069.wav,train/mp4/001_24_F_JKYS_069.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_070.wav,train/mp4/001_24_F_JKYS_070.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_071.wav,train/mp4/001_24_F_JKYS_071.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_072.wav,train/mp4/001_24_F_JKYS_072.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_073.wav,train/mp4/001_24_F_JKYS_073.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_074.wav,train/mp4/001_24_F_JKYS_074.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_075.wav,train/mp4/001_24_F_JKYS_075.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_076.wav,train/mp4/001_24_F_JKYS_076.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_077.wav,train/mp4/001_24_F_JKYS_077.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_078.wav,train/mp4/001_24_F_JKYS_078.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_079.wav,train/mp4/001_24_F_JKYS_079.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_080.wav,train/mp4/001_24_F_JKYS_080.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_081.wav,train/mp4/001_24_F_JKYS_081.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_082.wav,train/mp4/001_24_F_JKYS_082.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_083.wav,train/mp4/001_24_F_JKYS_083.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_084.wav,train/mp4/001_24_F_JKYS_084.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_085.wav,train/mp4/001_24_F_JKYS_085.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_086.wav,train/mp4/001_24_F_JKYS_086.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_087.wav,train/mp4/001_24_F_JKYS_087.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_088.wav,train/mp4/001_24_F_JKYS_088.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_089.wav,train/mp4/001_24_F_JKYS_089.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_090.wav,train/mp4/001_24_F_JKYS_090.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_091.wav,train/mp4/001_24_F_JKYS_091.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_092.wav,train/mp4/001_24_F_JKYS_092.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_093.wav,train/mp4/001_24_F_JKYS_093.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_094.wav,train/mp4/001_24_F_JKYS_094.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_095.wav,train/mp4/001_24_F_JKYS_095.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_096.wav,train/mp4/001_24_F_JKYS_096.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_097.wav,train/mp4/001_24_F_JKYS_097.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_098.wav,train/mp4/001_24_F_JKYS_098.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_099.wav,train/mp4/001_24_F_JKYS_099.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_100.wav,train/mp4/001_24_F_JKYS_100.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_101.wav,train/mp4/001_24_F_JKYS_101.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_102.wav,train/mp4/001_24_F_JKYS_102.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_103.wav,train/mp4/001_24_F_JKYS_103.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_104.wav,train/mp4/001_24_F_JKYS_104.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_105.wav,train/mp4/001_24_F_JKYS_105.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_106.wav,train/mp4/001_24_F_JKYS_106.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_107.wav,train/mp4/001_24_F_JKYS_107.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_108.wav,train/mp4/001_24_F_JKYS_108.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_109.wav,train/mp4/001_24_F_JKYS_109.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_110.wav,train/mp4/001_24_F_JKYS_110.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_111.wav,train/mp4/001_24_F_JKYS_111.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_112.wav,train/mp4/001_24_F_JKYS_112.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_113.wav,train/mp4/001_24_F_JKYS_113.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_114.wav,train/mp4/001_24_F_JKYS_114.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_115.wav,train/mp4/001_24_F_JKYS_115.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_116.wav,train/mp4/001_24_F_JKYS_116.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_117.wav,train/mp4/001_24_F_JKYS_117.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_118.wav,train/mp4/001_24_F_JKYS_118.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_119.wav,train/mp4/001_24_F_JKYS_119.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_120.wav,train/mp4/001_24_F_JKYS_120.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_121.wav,train/mp4/001_24_F_JKYS_121.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_122.wav,train/mp4/001_24_F_JKYS_122.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_123.wav,train/mp4/001_24_F_JKYS_123.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_124.wav,train/mp4/001_24_F_JKYS_124.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_125.wav,train/mp4/001_24_F_JKYS_125.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_126.wav,train/mp4/001_24_F_JKYS_126.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_127.wav,train/mp4/001_24_F_JKYS_127.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_128.wav,train/mp4/001_24_F_JKYS_128.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_129.wav,train/mp4/001_24_F_JKYS_129.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_130.wav,train/mp4/001_24_F_JKYS_130.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_131.wav,train/mp4/001_24_F_JKYS_131.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_132.wav,train/mp4/001_24_F_JKYS_132.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_133.wav,train/mp4/001_24_F_JKYS_133.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_134.wav,train/mp4/001_24_F_JKYS_134.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_135.wav,train/mp4/001_24_F_JKYS_135.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_136.wav,train/mp4/001_24_F_JKYS_136.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_137.wav,train/mp4/001_24_F_JKYS_137.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_138.wav,train/mp4/001_24_F_JKYS_138.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_139.wav,train/mp4/001_24_F_JKYS_139.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_140.wav,train/mp4/001_24_F_JKYS_140.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_141.wav,train/mp4/001_24_F_JKYS_141.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_142.wav,train/mp4/001_24_F_JKYS_142.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_143.wav,train/mp4/001_24_F_JKYS_143.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_144.wav,train/mp4/001_24_F_JKYS_144.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_145.wav,train/mp4/001_24_F_JKYS_145.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_146.wav,train/mp4/001_24_F_JKYS_146.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_147.wav,train/mp4/001_24_F_JKYS_147.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_148.wav,train/mp4/001_24_F_JKYS_148.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_149.wav,train/mp4/001_24_F_JKYS_149.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_150.wav,train/mp4/001_24_F_JKYS_150.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_151.wav,train/mp4/001_24_F_JKYS_151.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_152.wav,train/mp4/001_24_F_JKYS_152.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_153.wav,train/mp4/001_24_F_JKYS_153.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_154.wav,train/mp4/001_24_F_JKYS_154.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_155.wav,train/mp4/001_24_F_JKYS_155.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_156.wav,train/mp4/001_24_F_JKYS_156.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_157.wav,train/mp4/001_24_F_JKYS_157.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_158.wav,train/mp4/001_24_F_JKYS_158.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_159.wav,train/mp4/001_24_F_JKYS_159.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_160.wav,train/mp4/001_24_F_JKYS_160.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_161.wav,train/mp4/001_24_F_JKYS_161.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_162.wav,train/mp4/001_24_F_JKYS_162.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_163.wav,train/mp4/001_24_F_JKYS_163.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_164.wav,train/mp4/001_24_F_JKYS_164.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_165.wav,train/mp4/001_24_F_JKYS_165.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_166.wav,train/mp4/001_24_F_JKYS_166.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_167.wav,train/mp4/001_24_F_JKYS_167.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_168.wav,train/mp4/001_24_F_JKYS_168.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_169.wav,train/mp4/001_24_F_JKYS_169.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_170.wav,train/mp4/001_24_F_JKYS_170.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_171.wav,train/mp4/001_24_F_JKYS_171.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_172.wav,train/mp4/001_24_F_JKYS_172.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_173.wav,train/mp4/001_24_F_JKYS_173.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_174.wav,train/mp4/001_24_F_JKYS_174.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_175.wav,train/mp4/001_24_F_JKYS_175.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_176.wav,train/mp4/001_24_F_JKYS_176.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_177.wav,train/mp4/001_24_F_JKYS_177.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_178.wav,train/mp4/001_24_F_JKYS_178.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_179.wav,train/mp4/001_24_F_JKYS_179.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_180.wav,train/mp4/001_24_F_JKYS_180.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_181.wav,train/mp4/001_24_F_JKYS_181.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_182.wav,train/mp4/001_24_F_JKYS_182.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_183.wav,train/mp4/001_24_F_JKYS_183.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_184.wav,train/mp4/001_24_F_JKYS_184.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_185.wav,train/mp4/001_24_F_JKYS_185.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_186.wav,train/mp4/001_24_F_JKYS_186.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_187.wav,train/mp4/001_24_F_JKYS_187.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_188.wav,train/mp4/001_24_F_JKYS_188.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_189.wav,train/mp4/001_24_F_JKYS_189.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_190.wav,train/mp4/001_24_F_JKYS_190.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_191.wav,train/mp4/001_24_F_JKYS_191.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_192.wav,train/mp4/001_24_F_JKYS_192.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_193.wav,train/mp4/001_24_F_JKYS_193.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_194.wav,train/mp4/001_24_F_JKYS_194.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_195.wav,train/mp4/001_24_F_JKYS_195.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_196.wav,train/mp4/001_24_F_JKYS_196.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_197.wav,train/mp4/001_24_F_JKYS_197.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_198.wav,train/mp4/001_24_F_JKYS_198.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_199.wav,train/mp4/001_24_F_JKYS_199.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_200.wav,train/mp4/001_24_F_JKYS_200.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_201.wav,train/mp4/001_24_F_JKYS_201.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_202.wav,train/mp4/001_24_F_JKYS_202.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_203.wav,train/mp4/001_24_F_JKYS_203.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_204.wav,train/mp4/001_24_F_JKYS_204.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_205.wav,train/mp4/001_24_F_JKYS_205.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_206.wav,train/mp4/001_24_F_JKYS_206.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_207.wav,train/mp4/001_24_F_JKYS_207.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_208.wav,train/mp4/001_24_F_JKYS_208.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_209.wav,train/mp4/001_24_F_JKYS_209.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_210.wav,train/mp4/001_24_F_JKYS_210.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_211.wav,train/mp4/001_24_F_JKYS_211.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_212.wav,train/mp4/001_24_F_JKYS_212.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_213.wav,train/mp4/001_24_F_JKYS_213.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_214.wav,train/mp4/001_24_F_JKYS_214.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_215.wav,train/mp4/001_24_F_JKYS_215.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_216.wav,train/mp4/001_24_F_JKYS_216.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_217.wav,train/mp4/001_24_F_JKYS_217.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_218.wav,train/mp4/001_24_F_JKYS_218.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_219.wav,train/mp4/001_24_F_JKYS_219.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_220.wav,train/mp4/001_24_F_JKYS_220.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_221.wav,train/mp4/001_24_F_JKYS_221.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_222.wav,train/mp4/001_24_F_JKYS_222.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_223.wav,train/mp4/001_24_F_JKYS_223.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_224.wav,train/mp4/001_24_F_JKYS_224.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_225.wav,train/mp4/001_24_F_JKYS_225.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_226.wav,train/mp4/001_24_F_JKYS_226.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_227.wav,train/mp4/001_24_F_JKYS_227.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_228.wav,train/mp4/001_24_F_JKYS_228.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_229.wav,train/mp4/001_24_F_JKYS_229.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_230.wav,train/mp4/001_24_F_JKYS_230.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_231.wav,train/mp4/001_24_F_JKYS_231.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_232.wav,train/mp4/001_24_F_JKYS_232.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_233.wav,train/mp4/001_24_F_JKYS_233.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_234.wav,train/mp4/001_24_F_JKYS_234.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_235.wav,train/mp4/001_24_F_JKYS_235.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_236.wav,train/mp4/001_24_F_JKYS_236.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_237.wav,train/mp4/001_24_F_JKYS_237.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_238.wav,train/mp4/001_24_F_JKYS_238.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_239.wav,train/mp4/001_24_F_JKYS_239.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_240.wav,train/mp4/001_24_F_JKYS_240.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_241.wav,train/mp4/001_24_F_JKYS_241.mp4,train,ChineseLips
train/wav/001_24_F_JKYS_242.wav,train/mp4/001_24_F_JKYS_242.mp4,train,ChineseLips
train/wav/002_24_F_YS_001.wav,train/mp4/002_24_F_YS_001.mp4,train,ChineseLips
train/wav/002_24_F_YS_002.wav,train/mp4/002_24_F_YS_002.mp4,train,ChineseLips
train/wav/002_24_F_YS_003.wav,train/mp4/002_24_F_YS_003.mp4,train,ChineseLips
train/wav/002_24_F_YS_004.wav,train/mp4/002_24_F_YS_004.mp4,train,ChineseLips
train/wav/002_24_F_YS_005.wav,train/mp4/002_24_F_YS_005.mp4,train,ChineseLips
train/wav/002_24_F_YS_006.wav,train/mp4/002_24_F_YS_006.mp4,train,ChineseLips
train/wav/002_24_F_YS_007.wav,train/mp4/002_24_F_YS_007.mp4,train,ChineseLips
train/wav/002_24_F_YS_008.wav,train/mp4/002_24_F_YS_008.mp4,train,ChineseLips
train/wav/002_24_F_YS_009.wav,train/mp4/002_24_F_YS_009.mp4,train,ChineseLips
train/wav/002_24_F_YS_010.wav,train/mp4/002_24_F_YS_010.mp4,train,ChineseLips
train/wav/002_24_F_YS_011.wav,train/mp4/002_24_F_YS_011.mp4,train,ChineseLips
train/wav/002_24_F_YS_012.wav,train/mp4/002_24_F_YS_012.mp4,train,ChineseLips
train/wav/002_24_F_YS_013.wav,train/mp4/002_24_F_YS_013.mp4,train,ChineseLips
train/wav/002_24_F_YS_014.wav,train/mp4/002_24_F_YS_014.mp4,train,ChineseLips
train/wav/002_24_F_YS_015.wav,train/mp4/002_24_F_YS_015.mp4,train,ChineseLips
train/wav/002_24_F_YS_016.wav,train/mp4/002_24_F_YS_016.mp4,train,ChineseLips
train/wav/002_24_F_YS_017.wav,train/mp4/002_24_F_YS_017.mp4,train,ChineseLips
train/wav/002_24_F_YS_018.wav,train/mp4/002_24_F_YS_018.mp4,train,ChineseLips
train/wav/002_24_F_YS_019.wav,train/mp4/002_24_F_YS_019.mp4,train,ChineseLips
train/wav/002_24_F_YS_020.wav,train/mp4/002_24_F_YS_020.mp4,train,ChineseLips
train/wav/002_24_F_YS_021.wav,train/mp4/002_24_F_YS_021.mp4,train,ChineseLips
train/wav/002_24_F_YS_022.wav,train/mp4/002_24_F_YS_022.mp4,train,ChineseLips
train/wav/002_24_F_YS_023.wav,train/mp4/002_24_F_YS_023.mp4,train,ChineseLips
